SHELL,100,0.000008
KNUTH,100,0.000009
CIURA,100,0.000008
SHELL,1000,0.000221
KNUTH,1000,0.000333
CIURA,1000,0.000206
SHELL,10000,0.016106
KNUTH,10000,0.028740
CIURA,10000,0.013342
SHELL,100000,1.527800
KNUTH,100000,2.584660
CIURA,100000,1.338836
SHELL,1000000,161.226531
KNUTH,1000000,246.383822
CIURA,1000000,134.935449
